"Estado_civil","Modo_aplicacion","Orden_aplicacion","Curso","Asistencia_nocturna","Cualificacion_previa","Nacionalidad","Cualificacion_madre","Cualificacion_padre","Ocupacion_madre","Ocupacion_padre","Desplazado","Necesidades_educativas_especiales","Deudor","Cuotas_al_dia","Genero","Becado","Edad_al_ingreso","Internacional","Creditos_1er_sem","Inscrito_1er_sem","Evaluaciones_1er_sem","Aprobado_1er_sem","Nota_1er_sem","Sin_evaluacion_1er_sem","Creditos_2do_sem","Inscrito_2do_sem","Evaluaciones_2do_sem","Aprobado_2do_sem","Nota_2do_sem","Sin_evaluacion_2do_sem","Tasa_desempleo","Tasa_inflacion","PIB","Resultado"
"Soltero","2da fase - contingente general",1,"Enfermería Veterinaria","Sí","Educación secundaria","Portugués","Educación Superior - Licenciatura","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Especialistas en Actividades Intelectuales y Científicas","Personal Administrativo","Sí","No","No","Sí","Femenimo","Sí",20,"No",0,6,6,6,14.8333333333333,0,0,6,8,6,12.1428571428571,0,8.9,1.4,3.51,"Graduado"
"Soltero","2da fase - contingente general",3,"Gestión de Publicidad y Marketing","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores Calificados en Industria, Construcción y Artesanos","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","Sí","Sí","No","Sí","Femenimo","Sí",18,"No",0,6,10,5,12,0,0,6,11,5,12.3333333333333,0,11.1,0.6,2.02,"Graduado"
"Soltero","Titulares de diploma de especialización tecnológica",1,"Agronomía","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Superior - Grado","Otro Personal de Apoyo Administrativo","Profesores","No","No","No","Sí","Masculino","No",19,"No",0,6,17,1,11,0,0,6,19,0,0,0,16.2,0.3,-0.92,"Matriculado"
"Soltero","1ra fase - contingente general",1,"Ingeniería Informática","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores No Calificados","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Masculino","No",20,"No",0,5,5,0,0,0,0,5,0,0,0,0,9.4,-0.8,-3.12,"Desertor"
"Casado","Mayores de 23 años",1,"Periodismo y Comunicación","Sí","Educación básica 3er ciclo (9º/10º/11º año) o equiv.","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Estudiante","Estudiante","No","No","Sí","No","Masculino","No",50,"No",0,6,7,1,15,0,0,5,12,0,0,0,10.8,1.4,1.74,"Desertor"
"Soltero","2da fase - contingente general",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores Calificados en Industria, Construcción y Artesanos","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Femenimo","Sí",18,"No",0,7,7,7,14.8385714285714,0,0,8,9,8,14.8,0,12.4,0.5,1.79,"Graduado"
"Soltero","1ra fase - contingente general",2,"Enfermería","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores Calificados en Industria, Construcción y Artesanos","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Femenimo","Sí",20,"No",0,7,9,7,14.0933333333333,0,0,8,8,8,15,0,11.1,0.6,2.02,"Graduado"
"Soltero","1ra fase - contingente general",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores No Calificados","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","Sí","No","No","Sí","Femenimo","Sí",18,"No",0,7,9,0,0,0,0,7,8,1,10,0,15.5,2.8,-4.06,"Desertor"
"Soltero","Transferencia",1,"Periodismo y Comunicación","Sí","Frecuencia de educación superior","Portugués","Desconocido","Desconocido","Estudiante","Estudiante","Sí","No","No","Sí","Femenimo","No",34,"No",8,10,11,10,12.2,0,5,10,12,9,12.3333333333333,0,7.6,2.6,0.32,"Graduado"
"Soltero","1ra fase - contingente general",1,"Diseño de Animación y Multimedia","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Técnicos y Profesiones de Nivel Intermedio","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","No",18,"No",0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,"Graduado"
"Soltero","Transferencia",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Superior - Grado","Trabajadores No Calificados","Profesiones de las Fuerzas Armadas","Sí","No","No","Sí","Masculino","No",23,"No",0,8,8,8,12.5075,0,0,8,8,8,12.5075,0,9.4,-0.8,-3.12,"Graduado"
"Divorciado","Mayores de 23 años",1,"Gestión (asistencia nocturna)","No","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","No","No","No","Sí","Femenimo","No",31,"No",0,5,7,3,10.3333333333333,0,0,5,6,3,12,0,10.8,1.4,1.74,"Desertor"
"Soltero","1ra fase - contingente general",2,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Secundaria - 12º Año o Equiv.","Técnicos y Profesiones de Nivel Intermedio","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","Sí",18,"No",0,6,6,6,13.6666666666667,0,0,6,6,6,14.6666666666667,0,16.2,0.3,-0.92,"Graduado"
"Soltero","Titulares de diploma de especialización tecnológica",1,"Equinocultura","Sí","Curso de especialización tecnológica","Portugués","Educación Superior - Grado","Educación Secundaria - 12º Año o Equiv.","Técnicos y Profesiones de Nivel Intermedio","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","Sí","No","Sí","Sí","Masculino","No",20,"No",2,6,9,4,11,0,1,6,13,3,10.6666666666667,0,12.4,0.5,1.79,"Desertor"
"Soltero","Cambio de curso",1,"Gestión (asistencia nocturna)","No","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","Sí","No","Masculino","No",28,"No",4,9,14,4,10,0,1,6,6,1,10,0,12.7,3.7,-1.7,"Desertor"
"Soltero","2da fase - contingente general",6,"Higiene Oral","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Personal Administrativo","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Femenimo","No",19,"No",0,7,12,5,12.1,0,0,7,0,0,0,0,13.9,-0.3,0.79,"Desertor"
"Soltero","Cambio de curso",1,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Femenimo","No",18,"No",0,6,6,0,0,0,0,6,10,3,11,0,16.2,0.3,-0.92,"Matriculado"
"Soltero","2da fase - contingente general",1,"Enfermería Veterinaria","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Personal Administrativo","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","No",18,"No",0,5,7,5,13.8,0,0,5,5,5,12.6,0,10.8,1.4,1.74,"Graduado"
"Soltero","3ra fase - contingente general",1,"Educación Básica","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Empleados de Oficina, Secretarios en General y Operadores de Procesamiento de Datos","Trabajadores de Montaje","Sí","No","Sí","Sí","Femenimo","No",21,"No",0,7,7,7,13,0,0,7,8,6,12.5,0,8.9,1.4,3.51,"Matriculado"
"Soltero","1ra fase - contingente general",1,"Enfermería Veterinaria","Sí","Educación secundaria","Portugués","12º Año - No Completado","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Otra Situación","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","No","No","No","Sí","Femenimo","No",19,"No",0,5,6,5,14.4,0,0,5,6,5,13,0,7.6,2.6,0.32,"Graduado"
"Soltero","2da fase - contingente general",1,"Educación Básica","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","Sí",21,"No",0,6,9,5,12,0,0,6,8,5,11.2,0,10.8,1.4,1.74,"Desertor"
"Soltero","1ra fase - contingente general",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","No","No","No","Sí","Masculino","No",20,"No",0,8,12,5,12.002,1,0,8,12,5,12.002,1,10.8,1.4,1.74,"Desertor"
"Soltero","1ra fase - contingente general",6,"Gestión","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores Calificados en Industria, Construcción y Artesanos","Trabajadores Calificados en Industria, Construcción y Artesanos","No","Sí","No","Sí","Masculino","No",21,"No",0,5,0,0,0,0,0,5,0,0,0,0,10.8,1.4,1.74,"Desertor"
"Soltero","1ra fase - contingente general",3,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Femenimo","Sí",18,"No",0,8,8,8,13.01125,0,0,8,8,8,13.01125,0,9.4,-0.8,-3.12,"Graduado"
"Soltero","1ra fase - contingente general",1,"Gestión","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Especialistas en Actividades Intelectuales y Científicas","Trabajadores No Calificados","No","No","No","Sí","Femenimo","No",19,"No",0,5,14,1,11,0,0,5,6,0,0,0,13.9,-0.3,0.79,"Desertor"
"Soltero","2da fase - contingente general",5,"Educación Básica","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Femenimo","No",19,"No",0,6,11,4,13.25,0,0,6,10,4,10.25,0,9.4,-0.8,-3.12,"Desertor"
"Casado","Mayores de 23 años",1,"Servicio Social (asistencia nocturna)","No","Educación secundaria","Portugués","Desconocido","Desconocido","Estudiante","Estudiante","No","No","No","Sí","Femenimo","No",54,"No",0,6,8,4,12.75,0,0,6,12,5,12.6,0,7.6,2.6,0.32,"Desertor"
"Soltero","1ra fase - contingente general",1,"Gestión de Publicidad y Marketing","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Profesiones de las Fuerzas Armadas","No","No","No","Sí","Femenimo","No",20,"No",0,6,8,6,12.5,0,0,6,10,5,14.1666666666667,0,11.1,0.6,2.02,"Graduado"
"Soltero","2da fase - contingente general",2,"Educación Básica","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Personal Administrativo","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","No",19,"No",0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,"Desertor"
"Soltero","2da fase - contingente general",6,"Enfermería","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Técnicos y Profesiones de Nivel Intermedio","Técnicos y Profesiones de Nivel Intermedio","Sí","No","No","Sí","Femenimo","No",18,"No",0,7,7,7,13.9185714285714,0,0,8,9,8,13.8875,0,11.1,0.6,2.02,"Graduado"
"Soltero","1ra fase - contingente general",1,"Turismo","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Secundaria - 12º Año o Equiv.","Especialistas en Actividades Intelectuales y Científicas","Personal Administrativo","No","No","No","Sí","Masculino","No",21,"No",0,6,10,5,11.3333333333333,0,0,6,14,2,11.5,0,12.7,3.7,-1.7,"Matriculado"
"Soltero","1ra fase - contingente general",1,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Desconocido","7º año de escolaridad","Estudiante","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","Sí","No","No","Sí","Femenimo","No",18,"No",0,6,6,6,15.1666666666667,0,0,6,7,6,14.8571428571429,0,7.6,2.6,0.32,"Graduado"
"Viudo","2da fase - contingente general",1,"Servicio Social","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","Sí",21,"No",0,6,8,3,10.2,0,0,6,13,4,12.25,0,12.7,3.7,-1.7,"Matriculado"
"Soltero","2da fase - contingente general",3,"Servicio Social","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Secundaria - 12º Año o Equiv.","Especialistas en Actividades Intelectuales y Científicas","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Femenimo","No",18,"No",0,6,6,6,12,0,0,6,6,5,13.6,0,8.9,1.4,3.51,"Graduado"
"Soltero","1ra fase - contingente general",4,"Enfermería","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","Sí","No","No","Sí","Masculino","Sí",18,"No",0,8,8,7,13.3314285714286,0,0,8,8,7,13.3314285714286,0,10.8,1.4,1.74,"Graduado"
"Soltero","1ra fase - contingente general",2,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","No","Sí","Femenimo","No",18,"No",0,6,6,6,13.8333333333333,0,0,6,6,6,12.6666666666667,0,10.8,1.4,1.74,"Graduado"
"Soltero","2da fase - contingente general",1,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","No","No","No","Sí","Femenimo","No",21,"No",0,6,8,5,11.8,0,0,6,8,5,11.8333333333333,0,15.5,2.8,-4.06,"Matriculado"
"Soltero","1ra fase - contingente general",6,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Personal Administrativo","Personal Administrativo","Sí","No","No","Sí","Femenimo","Sí",18,"No",0,6,6,6,12.1666666666667,0,0,6,10,5,11.2,0,7.6,2.6,0.32,"Matriculado"
"Soltero","2da fase - contingente general",1,"Gestión de Publicidad y Marketing","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Superior - Grado","Representantes del Poder Legislativo y Órganos Ejecutivos, Directores, Gerentes y Directores Ejecutivos","Representantes del Poder Legislativo y Órganos Ejecutivos, Directores, Gerentes y Directores Ejecutivos","No","No","No","Sí","Masculino","No",18,"No",0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Desertor"
"Soltero","2da fase - contingente general",2,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Técnicos y Profesiones de Nivel Intermedio","Sí","No","No","Sí","Femenimo","No",20,"No",0,6,8,6,13.4285714285714,0,0,6,10,5,12.4,0,9.4,-0.8,-3.12,"Graduado"
"Soltero","Titulares de diploma de especialización tecnológica",1,"Servicio Social (asistencia nocturna)","No","Curso de especialización tecnológica","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","Sí","No","No","Sí","Femenimo","No",23,"No",5,9,10,9,10.8888888888889,0,3,8,10,6,11.3333333333333,0,11.1,0.6,2.02,"Graduado"
"Soltero","1ra fase - contingente general",1,"Gestión de Publicidad y Marketing","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Estudiante","Especialistas en Actividades Intelectuales y Científicas","Sí","No","No","Sí","Masculino","No",21,"No",0,5,8,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,"Desertor"
"Divorciado","Mayores de 23 años",1,"Equinocultura","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Masculino","No",34,"No",0,6,9,0,0,0,0,6,6,0,0,0,16.2,0.3,-0.92,"Desertor"
"Soltero","2da fase - contingente general",6,"Higiene Oral","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Personal Administrativo","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Femenimo","No",19,"No",0,7,12,5,12.1,0,0,7,0,0,0,0,13.9,-0.3,0.79,"Desertor"
